id,quantity,author,title,publisher,category_id
5066,33,Robin Hobb,"The Dragon Keeper (Rain Wild Chronicles, #1)",Hachette Livre,10
5067,74,Aldo Leopold,A Sand County Almanac and Sketches Here and There,Macmillan Publishers,7
5068,93,"Eric Knight, Marguerite Kirmse",Lassie Come-Home,Macmillan Publishers,10
5069,55,"T. Colin Campbell, Thomas M. Campbell II","The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Wiley,11
5070,41,"Julia Donaldson, Axel Scheffler",The Gruffalo,Simon & Schuster,2
5071,55,Douglas Adams,"The Salmon of Doubt (Dirk Gently, #3)",Hachette Livre,3
5072,96,Arthur C. Clarke,The City and the Stars,HarperCollins,3
5073,27,"Sui Ishida, 石田 スイ","Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",Macmillan Publishers,3
5074,89,Cressida Cowell,"How to Train Your Dragon (How to Train Your Dragon, #1)",Simon & Schuster,9
5075,53,David Foster Wallace,Brief Interviews with Hideous Men,Oxford University Press,12
5076,71,Mary Higgins Clark,All Around the Town,Penguin Random House,4
5077,30,Lauren Conrad,"L.A. Candy (L.A. Candy, #1)",Pearson,10
5078,47,Kiera Cass,The Siren,Springer,3
5079,48,Greg Iles,The Quiet Game,HarperCollins,11
5080,16,Joseph J. Ellis,American Sphinx: The Character of Thomas Jefferson,Pearson,9
5081,101,"Jo Nesbø, Don Bartlett",Headhunters,HarperCollins,7
5082,56,Daniel Silva,"The Messenger (Gabriel Allon, #6)",Scholastic,2
5083,70,Paul Bowles,The Sheltering Sky,Hachette Livre,4
5084,40,Patrick Ness,The Rest of Us Just Live Here,Springer,8
5085,34,Alison Weir,The Lady Elizabeth,Pearson,11
5086,21,Lily Koppel,The Astronaut Wives Club,Simon & Schuster,10
5087,548,"G.K. Chesterton, Jonathan Lethem",The Man Who Was Thursday: A Nightmare,HarperCollins,3
5088,82,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",Cheaper by the Dozen,Pearson,4
5089,53,"Douglas Preston, Mario Spezi",The Monster of Florence,Penguin Random House,1
5090,44,Daniel Woodrell,Winter's Bone,Simon & Schuster,8
5091,40,Laurell K. Hamilton,"Seduced by Moonlight (Merry Gentry, #3)",Pearson,3
5092,61,Bernard Cornwell,"Sword Song (The Saxon Stories, #4)",Oxford University Press,5
5093,19,Jessica Seinfeld,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Oxford University Press,11
5094,59,Anita Shreve,The Weight of Water,Simon & Schuster,10
5095,10,Katie Ashley,"Music of the Heart (Runaway Train, #1)",Scholastic,3
5096,59,Maeve Binchy,Scarlet Feather,Pearson,2
5097,12,Aleatha Romig,"Truth (Consequences, #2)",Pearson,12
5098,26,"Terry Pratchett, Paul Kidby","The Last Hero (Discworld, #27; Rincewind #7)",Oxford University Press,6
5099,52,Isaac Asimov,Fantastic Voyage,Wiley,4
5100,33,Philip Gourevitch,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Wiley,10
5101,11,Jonathan Cahn,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Macmillan Publishers,10
5102,43,Daniel Silva,"The English Girl (Gabriel Allon, #13)",Scholastic,5
5103,18,Susan Vreeland,Clara and Mr. Tiffany,Macmillan Publishers,11
5104,31,Jennifer E. Smith,The Geography of You and Me,Wiley,10
5105,46,L.A. Weatherly,"Angel (Angel, #1)",Hachette Livre,6
5106,23,Brandon Mull,"Seeds of Rebellion (Beyonders, #2)",Wiley,10
5107,29,Adeline Yen Mah,Chinese Cinderella: The True Story of an Unwanted Daughter,HarperCollins,8
5108,39,John Sandford,"Chosen Prey (Lucas Davenport, #12)",Penguin Random House,5
5109,1,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",Raymond E. Feist's Magician Master,HarperCollins,8
5110,16,Vi Keeland,Bossman,Penguin Random House,3
5111,28,J.R. Ward,The Black Dagger Brotherhood: An Insider's Guide,Springer,3
5112,18,"Joe Hill, Gabriel Rodríguez","Locke & Key, Vol. 2: Head Games",Oxford University Press,7
5113,48,"Beverly Cleary, Alan Tiegreen","Ramona and Her Father (Ramona, #4)",HarperCollins,12
5114,647,Agatha Christie,The Secret Adversary (Tommy and Tuppence #1),Wiley,2
5115,191,"Julio Cortázar, Gregory Rabassa",Hopscotch,Macmillan Publishers,4
5116,53,Karin Slaughter,"Fallen (Will Trent, #5)",Wiley,1
5117,17,Marissa Meyer,"Stars Above (The Lunar Chronicles, #4.5)",Wiley,4
5118,40,Eric Clapton,Clapton: The Autobiography,Penguin Random House,11
5119,73,Naomi Klein,No Logo,Simon & Schuster,10
5120,80,Harlan Coben,No Second Chance,Simon & Schuster,6
5121,22,Hunter S. Thompson,Fear and Loathing on the Campaign Trail '72,Wiley,5
5122,75,P.D. James,Shroud for a Nightingale (Adam Dalgliesh #4),Macmillan Publishers,6
5123,23,Sarah Addison Allen,"First Frost (Waverley Family, #2)",Oxford University Press,1
5124,60,Ted Chiang,Stories of Your Life and Others,Wiley,1
5125,130,Mario Vargas Llosa,Travesuras de la niña mala,Hachette Livre,3
5126,17,Heidi W. Durrow,The Girl Who Fell from the Sky,Pearson,6
5127,59,Bret Easton Ellis,Lunar Park,Scholastic,12
5128,53,Lisa Gardner,"Hide (Detective D.D. Warren, #2)",Macmillan Publishers,3
5129,3,Habiburrahman El-Shirazy,Ayat-Ayat Cinta,Springer,6
5130,18,Erin Watt,"Broken Prince (The Royals, #2)",Hachette Livre,10
5131,84,"Paulo Coelho, Margaret Jull Costa",Manuscript Found in Accra,Springer,6
5132,27,Lisa Scottoline,Save Me,Simon & Schuster,8
5133,54,Clive Barker,Weaveworld,Oxford University Press,12
5134,75,Mary Higgins Clark,"Loves Music, Loves to Dance",Scholastic,12
5135,30,D.J. MacHale,"The Rivers of Zadaa (Pendragon, #6)",Macmillan Publishers,6
5136,17,Kristen Ashley,"Sweet Dreams (Colorado Mountain, #2)",Wiley,1
5137,52,Robert K. Massie,Nicholas and Alexandra,Hachette Livre,9
5138,25,Janet Evanovich,"Wicked Business (Lizzy & Diesel, #2)",Springer,11
5139,31,Chris Grabenstein,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),Springer,9
5140,41,Robert A. Heinlein,Friday,Wiley,7
5141,25,Francine Rivers,"Her Mother's Hope (Marta's Legacy, #1)",Hachette Livre,3
5142,20,David Wiesner,Tuesday,Penguin Random House,1
5143,64,Tom Clancy,"Red Rabbit (Jack Ryan Universe, #3)",Macmillan Publishers,4
5144,26,Mercedes Lackey,"Arrows of the Queen (Heralds of Valdemar, #1)",Scholastic,10
5145,34,Joan Didion,Slouching Towards Bethlehem,Penguin Random House,10
5146,37,Raymond E. Feist,"Rise of a Merchant Prince (The Serpentwar Saga, #2)",Oxford University Press,6
5147,12,Courtney Allison Moulton,"Angelfire (Angelfire, #1)",Wiley,1
5148,22,Stephen King,Mile 81,Oxford University Press,1
5149,66,Paul Auster,The Brooklyn Follies,Hachette Livre,12
5150,53,"Holly Black, Tony DiTerlizzi","The Ironwood Tree (The Spiderwick Chronicles, #4)",Scholastic,5
5151,94,Marjorie Kinnan Rawlings,The Yearling,Macmillan Publishers,8
5152,30,Katie McGarry,"Dare You To (Pushing the Limits, #2)",Macmillan Publishers,1
5153,39,"Ozzy Osbourne, Chris Ayres",I Am Ozzy,Wiley,12
5154,26,J. Maarten Troost,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,Hachette Livre,8
5155,19,Maria V. Snyder,"Touch of Power (Healer, #1)",Penguin Random House,8
5156,26,Kaye Gibbons,A Virtuous Woman,Scholastic,10
5157,56,Nora Roberts,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",Pearson,1
5158,66,Darren Shan,"The Vampire Prince (Cirque Du Freak, #6)",Oxford University Press,11
5159,42,David Eddings,"The Sapphire Rose (The Elenium, #3)",Scholastic,8
5160,36,Bill Clegg,Did You Ever Have a Family,Scholastic,2
5161,59,Nelson DeMille,The Gold Coast,Springer,1
5162,64,Elisabeth Kübler-Ross,On Death and Dying,Scholastic,2
5163,42,"James Patterson, Maxine Paetro","14th Deadly Sin (Women’s Murder Club, #14)",HarperCollins,11
5164,60,Lisa Kleypas,"It Happened One Autumn (Wallflowers, #2)",Pearson,10
5165,65,Patricia Cornwell,"Scarpetta (Kay Scarpetta, #16)",Oxford University Press,4
5166,60,Dennis Lehane,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",Macmillan Publishers,6
5167,35,R.A. Salvatore,"Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)",Oxford University Press,5
5168,11,Ellen Hopkins,"Perfect (Impulse, #2)",Wiley,9
5169,7,Kristen Proby,"Play with Me (With Me in Seattle, #3)",HarperCollins,10
5170,54,J.D. Robb,"Portrait in Death (In Death, #16)",Hachette Livre,7
5171,29,Monica  Murphy,"Second Chance Boyfriend (One Week Girlfriend, #2)",HarperCollins,10
5172,14,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.","Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",Hachette Livre,11
5173,52,Nora Roberts,The Collector,HarperCollins,12
5174,28,Robin McKinley,Sunshine,Macmillan Publishers,3
5175,52,Sue Grafton,"D is for Deadbeat (Kinsey Millhone, #4)",Hachette Livre,3
5176,25,Jesmyn Ward,Salvage the Bones,Penguin Random House,11
5177,14,Kristen Callihan,"The Hook Up (Game On, #1)",Macmillan Publishers,3
5178,54,Naomi Novik,"Throne of Jade (Temeraire, #2)",Penguin Random House,12
5179,25,David McCullough,Mornings on Horseback,Springer,5
5180,13,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.","Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",Hachette Livre,7
5181,48,Edward Rutherfurd,London,Pearson,12
5182,9,Natasha Preston,"Silence (Silence, #1)",Simon & Schuster,9
5183,39,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",My True Love Gave to Me: Twelve Holiday Stories,Simon & Schuster,1
5184,21,Hugh Howey,"Sand Omnibus (Sand, #1-5)",Simon & Schuster,8
5185,15,Scott  Meyer,"Off to Be the Wizard (Magic 2.0, #1)",Scholastic,4
5186,31,Richard Russo,Nobody's Fool,HarperCollins,4
5187,45,"Richard Bachman, Stephen King",Rage,Wiley,12
5188,435,"Émile Zola, Roger Pearson","Germinal (Les Rougon-Macquart, #13)",HarperCollins,10
5189,6,Abbi Glines,"Ceaseless (Existence Trilogy, #3)",Springer,3
5190,62,Michael Ondaatje,The Cat's Table,Macmillan Publishers,6
5191,80,Alfred Bester,The Demolished Man,Hachette Livre,2
5192,17,Melissa de la Cruz,"Lost in Time (Blue Bloods, #6)",HarperCollins,7
5193,49,Meg Cabot,"Ninth Key (The Mediator, #2)",HarperCollins,5
5194,48,Dean Koontz,Twilight Eyes,Wiley,7
5195,33,Lisa Gardner,"Find Her (Detective D.D. Warren, #8)",Scholastic,4
5196,11,"J. Lynn, Jennifer L. Armentrout","Frigid (Frigid, #1)",Springer,4
5197,133,"Isabel Allende, Margaret Sayers Peden",Of Love and Shadows,Scholastic,1
5198,46,Jacqueline Kelly,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",Springer,4
5199,18,Katie Alender,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",Penguin Random House,1
5200,74,Clive Cussler,"Atlantis Found (Dirk Pitt, #15)",HarperCollins,7
5201,12,David Mazzucchelli,Asterios Polyp,Wiley,1
5202,37,David Eddings,"Domes of Fire (The Tamuli, #1)",Simon & Schuster,12
5203,30,"Robert Kirkman, Charlie Adlard, Cliff Rathburn","The Walking Dead, Vol. 04: The Heart's Desire",Springer,5
5204,18,Kazu Kibuishi,"The Stonekeeper's Curse (Amulet, #2)",Springer,12
5205,31,Carl Hiaasen,Sick Puppy,Macmillan Publishers,9
5206,28,Bill Watterson,The Days Are Just Packed: A Calvin and Hobbes Collection,Oxford University Press,2
5207,2,Danny Gregory,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",Springer,3
5208,41,Dean Koontz,"Odd Apocalypse (Odd Thomas, #5)",Scholastic,7
5209,70,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",Discipline and Punish: The Birth of the Prison,Pearson,3
5210,49,Catherine Ryan Hyde,Pay It Forward,Macmillan Publishers,7
5211,1,Danny Gregory,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,HarperCollins,11
5212,12,"Arina Tanemura, Tomo Kimura","Full Moon o Sagashite, Vol. 1",Pearson,11
5213,67,Bernard Cornwell,"The Archer's Tale (The Grail Quest, #1)",Pearson,6
5214,15,Anne Lamott,Plan B: Further Thoughts on Faith,Hachette Livre,8
5215,61,Sarah Dunant,In the Company of the Courtesan,Oxford University Press,2
5216,29,Peter V. Brett,"The Skull Throne (Demon Cycle, #4)",Hachette Livre,10
5217,36,Sherrilyn Kenyon,"Devil May Cry (Dark-Hunter, #11)",Penguin Random House,7
5218,43,Nicholas Sparks,Two By Two,Simon & Schuster,3
5219,53,Anita Shreve,Sea Glass,HarperCollins,1
5220,19,Shannon Hale,"River Secrets (The Books of Bayern, #3)",Macmillan Publishers,8
5221,49,Jeffrey Archer,"Be Careful What You Wish For (The Clifton Chronicles, #4)",Penguin Random House,2
5222,9,Amy A. Bartol,"Inescapable (The Premonition, #1)",Penguin Random House,3
5223,40,Aprilynne Pike,"Illusions (Wings, #3)",HarperCollins,4
5224,20,Joe McGinniss,Fatal Vision,HarperCollins,4
5225,21,Sudhir Venkatesh,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Wiley,2
5226,5,"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),Wiley,3
5227,44,John C. Maxwell,Developing the Leader Within You,Hachette Livre,10
5228,80,C.S. Lewis,"That Hideous Strength (Space Trilogy, #3)",Penguin Random House,2
5229,44,Laline Paull,The Bees,HarperCollins,10
5230,53,Sara Gruen,Ape House,Simon & Schuster,12
5231,20,"David Eddings, Leigh Eddings",Polgara the Sorceress (Malloreon),Springer,9
5232,27,Kevin Kwan,China Rich Girlfriend (Crazy Rich Asians #2),Macmillan Publishers,6
5233,25,Elizabeth George,A Woman After God's Own Heart,Wiley,3
5234,21,Brad Thor,"State of the Union (Scot Harvath, #3)",Springer,11
5235,29,Ann Leary,The Good House,Scholastic,10
5236,34,Rudolfo Anaya,"Bless Me, Ultima",Simon & Schuster,3
5237,60,Bret Easton Ellis,Glamorama,HarperCollins,12
5238,62,Sue Grafton,"F is for Fugitive (Kinsey Millhone, #6)",Springer,2
5239,129,Jo Nesbø,"The Redeemer (Harry Hole, #6)",Wiley,3
5240,160,Alessandro Baricco,Silk,Wiley,7
5241,63,Tatiana de Rosnay,A Secret Kept,Macmillan Publishers,10
5242,32,"Tim LaHaye, Jerry B. Jenkins","The Remnant (Left Behind, #10)",Hachette Livre,7
5243,110,"Italo Calvino, Archibald Colquhoun",The Baron in the Trees,Simon & Schuster,9
5244,19,"Stephenie Meyer, Young Kim","Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",Wiley,12
5245,7,Belle Aurora,"Raw (RAW Family, #1)",Macmillan Publishers,1
5246,5,Roger Zelazny,"The Great Book of Amber (The Chronicles of Amber, #1-10)",HarperCollins,6
5247,37,Gena Showalter,The Darkest Lie (Lords of the Underworld #6),Scholastic,9
5248,78,Andrzej Sapkowski,"Czas pogardy (Saga o Wiedźminie, #4)",Pearson,4
5249,9,Jillian Dodd,"That Boy (That Boy, #1)",Springer,8
5250,29,Kate Alcott,The Dressmaker,Scholastic,12
5251,42,Judith McNaught,"Paradise (Second Opportunities, #1)",Pearson,7
5252,27,Chris Van Allsburg,Jumanji,Hachette Livre,8
5253,49,Ken Grimwood,Replay,HarperCollins,9
5254,50,David Eagleman,Incognito: The Secret Lives of the Brain,Pearson,10
5255,26,Neil deGrasse Tyson,Death by Black Hole - And Other Cosmic Quandaries,Pearson,3
5256,65,Margaret Atwood,The Edible Woman,Macmillan Publishers,5
5257,37,Richard Dawkins,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Pearson,11
5258,35,Marissa Meyer,Heartless,Oxford University Press,5
5259,44,Paul Zindel,"The Pigman (The Pigman, #1)",Simon & Schuster,8
5260,58,Lincoln Child,"Deep Storm (Jeremy Logan, #1)",Penguin Random House,2
5261,33,Meg Cabot,"Abandon (Abandon, #1)",Scholastic,9
5262,49,Alexander McCall Smith,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",HarperCollins,9
5263,28,Kerrelyn Sparks,"How to Marry a Millionaire Vampire (Love at Stake, #1)",Macmillan Publishers,6
5264,26,Dr. Seuss,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books),Oxford University Press,7
5265,25,Christina Lauren,"Beautiful Bitch (Beautiful Bastard, #1.5)",Wiley,2
5266,38,Robert Muchamore,"The Recruit (Cherub, #1)",Hachette Livre,7
5267,5,Sarah Simblet,Anatomy for the Artist,Macmillan Publishers,1
5268,80,Simon Singh,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Wiley,2
5269,41,Richard Paul Evans,"The Christmas Box (The Christmas Box, #1)",Springer,11
5270,32,Amanda Hocking,"My Blood Approves (My Blood Approves, #1)",Simon & Schuster,3
5271,16,Aurora Rose Reynolds,"Until November (Until, #1)",Macmillan Publishers,2
5272,46,Angela Carter,The Bloody Chamber and Other Stories,Macmillan Publishers,12
5273,38,Anthony Bourdain,A Cook's Tour: Global Adventures in Extreme Cuisines,HarperCollins,1
5274,11,Simon Schama,The Power of Art,Wiley,12
5275,46,"Michelle Knight, Michelle Burford","Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",Scholastic,11
5276,66,Nora Roberts,"Born in Shame (Born In Trilogy, #3)",Springer,11
5277,18,Simone Elkeles,"Return to Paradise (Leaving Paradise, #2)",Hachette Livre,11
5278,39,Jasmine Warga,My Heart and Other Black Holes,Springer,4
5279,26,Kim Gordon,Girl in a Band,HarperCollins,8
5280,31,Heather Brewer,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Simon & Schuster,1
5281,80,Patricia Cornwell,"Book of the Dead (Kay Scarpetta, #15)",Hachette Livre,12
5282,86,Joseph Campbell,The Hero With a Thousand Faces,Penguin Random House,4
5283,30,John Sandford,"Bad Blood (Virgil Flowers, #4)",Oxford University Press,1
5284,11,"D.C. Talk, The Voice of the Martyrs","Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",Pearson,10
5285,30,Michael Pollan,Cooked: A Natural History of Transformation,Macmillan Publishers,7
5286,25,Anne Bishop,Daughter of the Blood (The Black Jewels #1),Macmillan Publishers,11
5287,25,Orson Scott Card,"The Lost Gate (Mither Mages, #1)",Springer,9
5288,102,"Jo Nesbø, Don Bartlett","Police (Harry Hole, #10)",Springer,6
5289,52,Anne Rice,"Vittorio, The Vampire (New Tales of the Vampires, #2)",Penguin Random House,12
5290,14,"Yuu Watase, Yuji Oniki","Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",Pearson,12
5291,63,Brunonia Barry,"The Lace Reader (The Lace Reader, #1)",Pearson,4
5292,2,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",Anne Rice's The Tale of the Body Thief (A Graphic Novel),Wiley,3
5293,21,Sherman Alexie,The Lone Ranger and Tonto Fistfight in Heaven,Pearson,4
5294,37,Laurell K. Hamilton,"A Stroke of Midnight (Merry Gentry, #4)",Macmillan Publishers,8
5295,66,Stephenie Meyer,The Chemist,HarperCollins,3
5296,58,Anchee Min,"Empress Orchid (Empress Orchid, #1)",Hachette Livre,5
5297,74,Eoin Colfer,And Another Thing...,HarperCollins,8
5298,68,Kathy Reichs,"Monday Mourning (Temperance Brennan, #7)",Pearson,3
5299,9,H.M. Ward,"Damaged (Damaged, #1)",Hachette Livre,6
5300,326,"George MacDonald, Arthur Hughes","The Princess and the Goblin  (Princess Irene and Curdie, #1)",Penguin Random House,7
5301,111,"Camilla Läckberg, Steven T. Murray","The Preacher (Patrik Hedström, #2)",Oxford University Press,1
5302,25,Dr. Seuss,There's a Wocket in My Pocket!,Macmillan Publishers,12
5303,74,Dean Koontz,Midnight,Springer,5
5304,42,Madeleine Wickham,The Gatecrasher,Hachette Livre,11
5305,35,Neal Stephenson,"The Confusion (The Baroque Cycle, #2)",Macmillan Publishers,2
5306,43,Terry Pratchett,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )",Springer,1
5307,31,Joelle Charbonneau,"Independent Study (The Testing, #2)",Simon & Schuster,7
5308,28,Sue Grafton,"X (Kinsey Millhone, #24)",Scholastic,5
5309,66,"Roger Zelazny, Sönmez Güven",Lord of Light,Macmillan Publishers,1
5310,76,"Roald Dahl, Quentin Blake",Esio Trot,Oxford University Press,11
5311,20,Mike Mignola,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",Pearson,5
5312,46,Scott B. Smith,A Simple Plan,Scholastic,1
5313,55,"James Patterson, Michael Ledwidge","Run for Your Life (Michael Bennett, #2)",Penguin Random House,2
5314,35,"Joan Didion, David Thomson",Play It as It Lays,Macmillan Publishers,11
